Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
634,20,0,80.0,9250,0,0,0,0,0,1,0,1,0,0,0,0,5,7,1954,2005,0,0,6,4,0,0.0,0,0,1,1,1,0,1,480,6,468,108,1056,0,1,0,0,1056,0,0,1056,0,1,1,0,3,1,0,6,0,0,0,0,1954.0,1,1,260,0,0,0,390,0,0,0,0,0,0,0,0,0,7,2007,0,0,139400
685,60,0,58.0,16770,0,0,2,0,0,2,0,14,0,0,0,1,7,5,1998,1998,0,0,0,0,1,30.0,1,0,0,2,1,0,2,0,0,0,1195,1195,0,0,0,0,1195,644,0,1839,0,0,2,1,4,1,0,7,0,0,0,0,1998.0,0,2,486,0,0,0,0,81,0,0,0,0,0,0,0,0,6,2010,0,0,221000
617,60,0,69.0,7861,0,0,1,0,0,0,0,9,0,0,0,1,6,5,2002,2003,0,0,0,0,0,0.0,1,0,0,2,1,0,3,457,0,0,326,783,0,2,0,0,807,702,0,1509,1,0,2,1,3,1,1,7,0,1,3,0,2002.0,0,2,393,0,0,0,100,75,0,0,0,0,0,0,0,0,6,2006,0,0,183200
513,20,0,70.0,9100,0,0,0,0,0,1,0,1,1,0,0,0,5,5,1958,1958,0,0,0,0,0,0.0,0,0,1,1,1,0,1,521,6,174,169,864,0,1,0,0,864,0,0,864,1,0,1,0,3,1,0,5,0,0,0,2,1964.0,1,2,624,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,129900
1080,20,0,65.0,8775,0,0,0,0,0,0,0,2,0,0,0,0,5,5,1994,1994,0,0,0,0,0,0.0,0,0,0,2,1,0,3,495,0,0,495,990,0,0,0,0,990,0,0,990,0,0,1,0,3,1,0,5,0,0,0,0,1996.0,1,1,299,0,0,0,0,64,0,0,0,0,0,0,0,0,4,2007,0,0,126000
1458,70,0,66.0,9042,0,0,0,0,0,0,0,6,0,0,0,1,7,9,1941,2006,0,0,9,11,0,0.0,2,1,4,1,0,0,3,275,0,0,877,1152,0,2,0,0,1188,1152,0,2340,0,0,2,0,4,1,1,9,0,2,3,0,1941.0,2,1,252,0,0,0,0,60,0,0,0,0,0,3,1,2500,5,2010,0,0,266500
431,160,1,21.0,1680,0,0,0,0,0,0,0,10,0,0,1,1,6,5,1971,1971,0,0,1,1,1,232.0,0,0,1,1,1,0,0,387,0,0,96,483,0,1,0,0,483,504,0,987,0,0,1,1,2,1,0,4,0,0,0,2,1971.0,1,1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,1,1,85400
407,50,0,51.0,10480,0,0,0,0,0,0,0,21,0,0,0,2,6,5,1936,1950,0,0,5,5,0,0.0,0,0,2,1,1,0,2,0,0,0,1064,1064,0,2,0,1,1166,0,473,1639,0,0,1,0,3,1,0,6,5,0,0,2,1936.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2008,0,0,115000
880,20,0,69.0,7000,0,0,1,0,0,2,0,2,0,0,0,0,5,8,1978,2005,0,0,0,0,1,90.0,1,1,1,1,1,0,0,646,0,0,218,864,0,2,0,0,864,0,0,864,1,0,1,0,3,1,0,6,0,0,0,0,1978.0,1,1,336,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2009,0,0,136500
1149,50,1,69.0,5700,0,0,0,0,0,0,0,8,0,0,0,2,7,7,1926,1950,0,0,6,4,0,0.0,0,0,0,1,1,0,2,0,0,0,572,572,0,1,0,0,572,539,0,1111,0,0,1,0,2,1,0,5,0,1,3,2,1982.0,1,1,288,0,0,0,0,0,176,0,0,0,0,0,0,0,8,2008,0,0,116900
26,20,0,110.0,14230,0,0,0,0,0,1,0,5,0,0,0,0,8,5,2007,2007,0,0,0,0,2,640.0,1,0,0,2,1,0,2,0,0,0,1566,1566,0,2,0,0,1600,0,0,1600,0,0,2,0,3,1,1,7,0,1,3,0,2007.0,2,3,890,0,0,0,0,56,0,0,0,0,0,0,0,0,7,2009,0,0,256300
1213,30,0,50.0,9340,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1941,1950,1,0,5,5,0,0.0,0,0,1,1,1,0,4,344,0,0,328,672,0,1,0,0,672,0,0,672,1,0,1,0,2,1,0,4,0,0,0,0,1941.0,1,1,234,0,0,2,0,113,0,0,0,0,0,0,0,0,8,2009,0,0,113000
495,30,1,50.0,5784,0,0,0,0,0,0,0,8,2,0,0,0,5,8,1938,1996,0,0,5,5,0,0.0,0,0,2,3,1,0,2,0,0,0,190,190,0,0,0,1,886,0,0,886,0,0,1,0,2,1,0,4,0,0,0,0,1938.0,1,1,273,0,0,0,144,20,80,0,0,0,0,0,0,0,12,2009,0,0,91300
912,20,0,69.0,9286,0,0,1,0,0,2,1,2,0,0,0,0,5,7,1977,1989,0,0,1,3,0,0.0,0,0,1,2,0,1,0,196,0,0,1072,1268,0,1,0,0,1268,0,0,1268,0,0,1,1,3,1,1,5,0,0,0,2,1978.0,1,1,252,0,0,0,173,0,0,0,0,0,0,0,0,0,10,2009,0,0,143500
969,50,1,50.0,5925,0,0,0,0,0,0,0,8,0,0,0,2,3,6,1910,1950,0,0,0,0,0,0.0,0,0,2,1,1,0,2,0,0,0,600,600,3,3,1,0,600,368,0,968,0,0,1,0,2,1,0,6,0,0,0,1,1980.0,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,5,2009,0,1,37900
351,120,0,68.0,7820,0,0,1,0,0,0,0,5,0,0,2,0,9,5,2007,2007,1,0,5,5,1,362.0,2,0,0,0,1,0,2,0,0,0,1869,1869,0,2,0,0,1869,0,0,1869,0,0,2,0,2,1,2,6,0,1,3,0,2007.0,2,2,617,0,0,0,210,54,0,0,0,0,0,0,0,0,12,2007,2,2,318061
1076,70,0,75.0,13125,0,0,0,0,0,0,0,6,0,0,0,1,7,6,1940,1984,0,0,6,4,0,0.0,0,0,1,1,1,0,1,410,0,0,390,800,0,1,0,0,960,780,0,1740,0,0,1,1,3,1,0,6,0,2,3,0,1940.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2007,7,0,219500
1411,60,0,79.0,12420,0,0,0,0,0,0,0,2,0,0,0,1,7,5,2001,2001,0,0,0,0,0,0.0,1,0,0,2,1,0,3,666,0,0,278,944,0,2,0,0,944,896,0,1840,1,0,2,1,3,1,1,6,0,0,0,0,2001.0,2,2,622,0,0,0,0,45,0,0,0,0,0,0,0,0,6,2009,0,0,230000
131,60,0,88.0,14200,0,0,0,0,0,1,0,1,0,0,0,1,7,6,1966,1966,0,0,5,5,1,309.0,0,0,1,1,1,0,4,445,0,0,479,924,0,2,0,0,1216,941,0,2157,0,0,2,1,4,1,1,8,0,2,3,0,1966.0,0,2,487,0,0,0,105,66,0,0,0,0,0,3,0,0,5,2006,0,0,226000
822,20,1,60.0,6000,0,1,0,2,0,0,1,8,0,0,4,0,4,4,1953,1953,0,0,5,5,0,0.0,3,0,1,3,1,0,2,0,0,0,936,936,0,1,1,0,936,0,0,936,0,0,1,0,2,1,0,4,2,0,0,2,1974.0,1,2,576,0,0,0,0,32,112,0,0,0,0,0,0,0,2,2009,0,0,93000
574,80,0,76.0,9967,0,0,1,0,0,0,0,9,0,0,0,4,7,5,2000,2000,0,0,0,0,0,0.0,0,0,0,2,1,0,2,0,0,0,384,384,0,2,0,0,774,656,0,1430,0,0,2,1,3,1,0,8,0,1,4,3,2000.0,2,2,400,0,0,0,100,0,0,0,0,0,0,0,0,0,12,2007,0,0,170000
1019,80,0,69.0,10784,0,0,1,0,0,3,0,9,0,0,0,4,7,5,1991,1992,0,0,1,1,1,76.0,1,0,0,2,1,0,2,0,0,0,384,384,0,0,0,0,802,670,0,1472,0,0,2,1,3,1,1,7,0,1,4,0,1991.0,2,2,402,0,0,0,164,0,0,0,0,0,0,0,0,0,5,2007,0,0,160000
380,60,0,60.0,8123,0,0,1,0,0,0,0,9,6,0,0,1,6,5,2000,2000,0,0,0,0,1,16.0,0,0,0,2,1,0,2,0,0,0,982,982,0,2,0,0,1007,793,0,1800,0,0,2,1,3,1,0,7,0,1,4,0,2000.0,0,2,463,0,0,0,100,63,0,0,0,0,0,0,0,0,6,2009,0,0,179000
165,40,1,40.0,5400,0,1,0,0,0,1,0,8,0,0,0,0,6,7,1926,2004,0,0,5,5,0,0.0,0,1,2,1,1,2,5,370,0,0,779,1149,0,0,0,1,1149,467,0,1616,0,0,2,0,3,1,1,5,0,0,0,2,1926.0,1,1,216,0,0,0,0,0,183,0,0,0,0,0,0,0,10,2007,0,0,152000
1452,20,0,78.0,9262,0,0,0,0,0,0,0,12,0,0,0,0,8,5,2008,2009,0,0,9,11,2,194.0,1,0,0,2,1,0,2,0,0,0,1573,1573,0,2,0,0,1578,0,0,1578,0,0,2,0,3,1,2,7,0,1,3,0,2008.0,0,3,840,0,0,0,0,36,0,0,0,0,0,0,0,0,5,2009,2,2,287090
721,120,0,69.0,6563,0,0,1,3,0,2,1,18,0,0,0,0,8,5,1985,1985,0,0,1,1,0,0.0,1,0,0,2,1,3,3,1148,0,0,594,1742,0,1,0,0,1742,0,0,1742,1,0,2,0,2,1,1,5,0,1,4,0,1985.0,2,2,564,0,0,0,114,28,234,0,0,0,0,0,0,0,12,2006,0,0,275000
649,60,0,70.0,7700,0,0,0,0,0,0,0,1,3,0,0,1,6,5,1966,1966,0,0,5,5,1,351.0,0,0,1,1,1,0,2,0,0,0,756,756,0,1,0,0,1051,788,0,1839,0,0,1,1,4,1,0,7,0,1,4,0,1966.0,1,2,442,0,0,0,0,124,216,0,0,0,0,0,0,0,6,2010,0,0,155000
680,20,0,69.0,9945,0,0,1,0,0,0,0,15,0,0,0,0,5,5,1961,1961,1,0,6,4,1,57.0,0,0,1,1,1,0,4,827,0,0,161,988,0,1,0,0,988,0,0,988,1,0,1,0,3,1,0,5,0,0,0,2,1963.0,1,2,572,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2007,0,0,128500
1139,20,0,69.0,9819,0,0,1,0,0,0,1,13,0,0,0,0,6,5,1977,1977,0,0,3,6,0,0.0,0,0,0,1,1,3,0,1567,0,0,0,1567,0,1,0,0,1567,0,0,1567,1,0,2,0,2,1,1,5,0,2,4,0,1977.0,2,2,714,0,0,0,264,32,0,0,0,0,0,0,0,0,5,2009,0,0,196000
150,50,1,69.0,6240,0,0,0,0,0,0,0,11,0,0,0,2,5,4,1936,1950,0,0,5,5,0,0.0,0,0,2,2,1,0,2,0,0,0,896,896,0,0,0,1,896,448,0,1344,0,0,1,0,3,1,0,7,0,0,0,2,1936.0,1,1,240,2,0,0,200,114,0,0,0,0,0,0,0,0,4,2006,0,0,115000
1168,60,0,58.0,10852,0,0,1,0,0,0,0,9,6,0,0,1,6,5,2000,2000,0,0,0,0,0,0.0,0,0,0,2,1,0,3,786,0,0,173,959,0,2,0,0,959,712,0,1671,1,0,2,1,3,1,0,7,0,1,4,0,2000.0,0,2,472,0,0,0,0,38,0,0,0,0,0,0,0,0,2,2006,0,0,173000
835,20,0,75.0,7875,0,0,0,0,0,0,0,1,0,0,0,0,5,6,1961,1961,0,0,0,0,1,136.0,0,0,1,1,1,0,4,572,0,0,572,1144,0,0,0,0,1144,0,0,1144,1,0,1,0,3,1,0,6,0,0,0,0,1961.0,1,2,456,0,0,0,0,0,0,0,0,0,0,2,0,0,9,2008,0,0,139950
183,20,0,60.0,9060,0,0,0,0,0,0,0,0,2,0,0,0,5,6,1957,2006,1,0,6,4,1,98.0,0,0,0,4,2,4,6,0,5,0,0,0,0,2,0,0,1340,0,0,1340,0,0,1,0,3,1,0,7,0,1,3,0,1957.0,2,1,252,0,0,0,116,0,0,180,0,0,0,1,0,0,6,2007,0,0,120000
726,20,0,60.0,6960,0,0,0,0,0,0,0,1,0,0,0,0,4,6,1970,1970,0,0,1,3,0,0.0,0,0,1,1,1,0,0,375,2,239,250,864,0,1,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,0,2,1989.0,1,2,660,0,0,0,96,0,0,0,0,0,0,0,1,500,11,2009,0,0,120500
1326,30,1,40.0,3636,0,0,0,0,0,0,0,22,0,0,0,0,4,4,1922,1950,0,0,2,2,0,0.0,0,0,2,1,3,0,2,0,0,0,796,796,0,3,1,0,796,0,0,796,0,0,1,0,2,1,0,5,0,0,0,1,1980.0,3,0,0,1,1,2,0,0,100,0,0,0,0,1,0,0,1,2008,0,0,55000
1292,160,1,21.0,1680,0,0,0,0,0,0,0,10,0,0,1,1,5,7,1972,1972,0,0,9,11,1,268.0,0,0,1,1,1,0,0,231,0,0,399,630,0,1,0,0,630,672,0,1302,0,0,2,1,3,1,0,6,0,0,0,2,1972.0,1,1,264,0,0,0,185,0,0,0,0,0,0,0,0,0,2,2009,0,0,119500
170,20,0,69.0,16669,0,0,1,0,0,1,0,3,0,0,0,0,8,6,1981,1981,1,2,3,3,1,653.0,1,0,1,2,1,0,2,0,0,0,1686,1686,0,1,0,0,1707,0,0,1707,0,0,2,1,2,1,0,6,0,1,4,0,1981.0,2,2,511,0,0,0,574,64,0,0,0,0,0,0,0,0,1,2006,0,0,228000
1244,20,0,107.0,13891,0,0,0,0,0,0,0,5,0,0,0,0,10,5,2006,2006,0,0,0,0,4,0.0,2,0,0,0,0,3,3,1386,0,0,690,2076,0,2,0,0,2076,0,0,2076,1,0,2,1,2,1,2,7,0,1,3,0,2006.0,0,3,850,0,0,0,216,229,0,0,0,0,0,0,0,0,9,2006,2,2,465000
1117,80,0,69.0,7750,0,0,0,0,0,0,0,9,0,0,0,4,8,5,2002,2002,1,0,0,0,0,0.0,1,0,0,2,1,0,3,353,0,0,55,408,0,2,0,0,779,640,0,1419,1,0,2,1,3,1,1,7,0,1,4,3,2002.0,0,2,527,0,0,0,120,0,0,0,0,0,0,0,0,0,3,2009,0,0,184100
488,20,0,70.0,12243,0,0,1,0,0,0,0,7,0,0,0,0,5,6,1971,1971,0,0,3,3,0,0.0,0,0,1,2,1,1,0,998,0,0,486,1484,0,0,0,0,1484,0,0,1484,0,0,2,0,3,1,0,7,0,1,4,0,1971.0,1,2,487,0,0,0,224,0,0,0,180,0,0,0,0,0,2,2007,0,0,175000
535,60,0,74.0,9056,0,0,1,0,0,0,0,9,0,0,0,1,8,5,2004,2004,0,0,0,0,0,0.0,1,0,0,0,0,1,2,0,0,0,707,707,0,2,0,0,707,707,0,1414,0,0,2,1,3,1,1,6,0,1,3,0,2004.0,0,2,403,0,0,0,100,35,0,0,0,0,0,0,0,0,10,2006,0,0,178000
417,60,0,74.0,7844,0,0,0,0,0,0,0,15,0,0,0,1,6,7,1978,1978,1,0,1,1,1,203.0,0,0,1,1,1,0,0,209,0,0,463,672,0,1,0,0,672,728,0,1400,0,0,1,1,3,1,0,6,0,1,4,0,1978.0,0,2,440,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2006,0,0,149500
1381,30,0,45.0,8212,0,2,0,0,0,0,0,0,0,0,0,0,3,3,1914,1950,0,0,10,7,0,0.0,0,3,2,1,3,0,4,203,0,0,661,864,0,1,1,2,864,0,0,864,1,0,1,0,2,1,0,5,0,0,0,2,1938.0,1,1,200,0,3,0,0,0,96,0,0,0,0,0,0,0,6,2010,0,0,58500
37,20,0,112.0,10859,0,0,0,0,0,1,0,2,0,0,0,0,5,5,1994,1995,0,0,0,0,0,0.0,0,0,0,2,1,0,2,0,0,0,1097,1097,0,2,0,0,1097,0,0,1097,0,0,1,1,3,1,0,6,0,0,0,0,1995.0,1,2,672,0,0,0,392,64,0,0,0,0,0,0,0,0,6,2009,0,0,145000
644,60,0,80.0,10793,0,0,0,0,0,0,0,7,6,0,0,1,5,5,1969,1969,3,0,7,1,1,263.0,0,0,1,1,1,0,4,493,2,287,0,780,0,2,0,0,780,840,0,1620,0,0,2,1,4,1,0,7,4,0,0,0,1969.0,0,2,462,0,0,0,208,0,0,0,0,0,0,2,0,0,4,2007,0,0,152000
1206,20,0,90.0,14684,0,0,1,0,0,2,0,17,0,0,0,0,7,7,1990,1991,1,0,1,1,1,234.0,1,0,1,2,1,2,0,485,2,177,1496,2158,0,0,0,0,2196,0,0,2196,0,0,2,0,3,1,1,7,0,1,4,0,1990.0,2,3,701,0,0,0,84,70,0,0,0,0,0,0,0,0,6,2009,0,0,271900
76,180,1,21.0,1596,0,0,0,0,0,0,0,19,0,0,1,4,4,5,1973,1973,0,0,9,11,0,0.0,0,0,1,2,1,3,3,462,0,0,0,462,0,1,0,0,526,462,0,988,1,0,1,0,2,1,0,5,0,0,0,3,1973.0,1,1,297,0,0,0,120,101,0,0,0,0,0,2,0,0,11,2009,0,0,91000
1388,50,1,60.0,8520,0,2,0,0,0,0,0,8,2,0,0,2,6,7,1916,1950,0,0,10,7,0,0.0,0,1,2,1,1,0,4,168,6,546,0,714,2,1,1,0,1664,862,0,2526,0,0,2,0,5,1,1,10,0,1,3,2,1916.0,1,1,216,0,0,0,88,15,0,0,0,0,0,2,0,0,8,2007,7,3,136000
789,20,1,50.0,6000,0,0,0,0,0,1,0,8,0,0,0,0,4,7,1954,2000,0,0,5,5,0,0.0,0,0,1,1,1,0,2,0,0,0,901,901,0,2,0,0,901,0,0,901,0,0,1,0,2,1,0,4,0,0,0,2,1954.0,1,1,281,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,107900
219,50,0,69.0,15660,0,0,1,0,0,1,0,6,0,0,0,2,7,9,1939,2006,0,0,0,0,1,312.0,1,1,1,1,1,0,1,341,0,0,457,798,0,2,0,0,1137,817,0,1954,0,1,1,1,3,1,1,8,0,2,4,0,1939.0,1,2,431,0,0,0,0,119,150,0,0,0,0,0,0,0,5,2008,0,0,311500
1229,120,0,65.0,8769,0,0,0,0,0,1,0,5,0,0,2,0,9,5,2008,2008,1,0,5,5,1,766.0,2,0,0,0,1,0,3,1540,0,0,162,1702,0,2,0,0,1702,0,0,1702,1,0,1,1,1,1,2,7,0,1,3,0,2008.0,0,3,1052,0,0,0,0,72,0,0,224,0,0,0,0,0,10,2008,2,2,367294
1008,160,1,21.0,2217,0,0,0,0,0,0,0,19,0,0,2,1,4,4,1970,1970,0,0,9,11,0,0.0,0,0,1,1,1,0,1,273,6,273,0,546,0,1,0,0,546,546,0,1092,0,0,1,1,3,1,0,6,0,0,0,0,1970.0,2,1,286,0,0,0,238,0,0,0,0,0,0,0,0,0,8,2009,0,0,88000
576,50,0,80.0,8480,0,0,0,0,0,0,0,1,0,0,0,2,5,5,1947,1950,0,0,5,5,0,0.0,0,0,1,1,1,0,4,442,0,0,390,832,0,1,0,0,832,384,0,1216,0,0,1,0,2,1,0,6,0,0,0,2,1947.0,1,1,336,0,0,0,158,0,102,0,0,0,0,0,0,0,10,2008,1,1,118500
600,160,1,24.0,1950,0,0,0,0,0,0,0,23,0,0,1,1,6,6,1980,1980,0,0,5,5,0,0.0,0,1,1,2,1,0,5,81,4,612,23,716,0,1,0,0,716,840,0,1556,1,0,2,1,3,1,0,6,0,1,4,0,1980.0,0,2,452,0,0,0,161,0,0,0,0,0,0,3,0,0,7,2008,1,0,151000
711,30,0,56.0,4130,0,0,1,0,0,0,0,11,0,0,0,0,3,6,1935,2003,0,0,0,0,0,0.0,1,0,1,1,1,0,2,0,0,0,270,270,0,0,0,0,729,0,0,729,0,0,1,0,2,1,0,5,5,0,0,1,1980.0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,2008,0,0,52000
1099,50,1,50.0,6000,0,0,0,0,0,0,0,11,0,0,0,2,4,6,1936,1950,0,0,5,5,0,0.0,0,0,2,1,1,0,1,672,0,0,0,672,0,1,0,0,757,567,0,1324,0,0,1,0,3,1,0,6,0,0,0,2,1936.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2009,0,0,128000
1287,20,0,69.0,9790,0,0,0,0,0,0,0,7,1,0,0,0,6,5,1963,1963,1,0,1,1,1,451.0,0,0,1,1,1,0,0,569,1,81,678,1328,0,1,0,0,1328,0,0,1328,1,0,1,1,3,1,0,6,0,2,3,0,1963.0,1,2,528,0,0,0,0,26,0,0,0,0,0,0,0,0,6,2010,0,0,143000
993,60,0,80.0,9760,0,0,0,0,0,0,1,1,0,0,0,1,6,8,1964,1993,1,0,6,4,1,340.0,0,0,1,1,1,3,1,536,1,117,169,822,0,0,0,0,1020,831,0,1851,0,0,2,1,3,1,1,7,0,1,1,0,1964.0,2,2,440,0,0,0,239,42,0,0,0,0,0,4,0,0,7,2007,0,0,187000
632,120,0,34.0,4590,0,0,0,0,0,0,0,5,0,0,1,0,8,5,2006,2006,0,0,0,0,2,108.0,1,0,0,2,0,2,3,24,0,0,1530,1554,0,2,0,0,1554,0,0,1554,0,0,2,0,2,1,1,6,0,1,3,0,2006.0,2,2,627,0,0,0,156,73,0,0,0,0,0,0,0,0,8,2007,0,0,209500
1007,20,0,69.0,12155,0,0,3,0,0,0,0,1,3,0,0,0,6,3,1970,1970,0,0,3,3,0,0.0,0,0,1,2,1,0,5,1237,0,0,420,1657,0,0,0,0,1657,0,0,1657,0,1,2,0,3,1,0,7,0,1,4,0,1970.0,1,2,484,0,0,0,0,0,0,0,147,0,0,0,0,0,3,2007,0,0,163500
1284,90,0,94.0,9400,0,0,0,3,0,1,0,13,0,0,3,1,6,5,1971,1971,3,0,5,8,0,0.0,0,0,1,1,1,1,2,0,0,0,912,912,0,1,0,0,912,912,0,1824,0,0,2,2,4,2,0,8,0,0,0,1,1980.0,3,0,0,1,1,0,128,0,0,0,0,0,0,0,0,0,4,2010,0,0,139000
749,20,0,59.0,10593,0,0,1,0,0,0,0,14,0,0,0,0,7,5,1996,1996,1,0,0,0,1,338.0,1,0,0,2,1,0,3,919,0,0,801,1720,0,2,0,0,1720,0,0,1720,1,0,2,0,3,1,1,7,0,1,4,0,1996.0,0,2,527,0,0,0,240,56,154,0,0,0,0,0,0,0,3,2010,0,0,260400
93,30,0,80.0,13360,0,2,1,1,0,0,0,6,0,0,0,0,5,7,1921,2006,0,0,6,4,0,0.0,0,1,2,2,1,0,0,713,0,0,163,876,0,2,0,0,964,0,0,964,1,0,1,0,2,1,0,5,0,0,0,2,1921.0,1,2,432,0,0,0,0,0,44,0,0,0,0,0,0,0,8,2009,0,0,163500
756,160,2,34.0,3230,0,1,0,0,0,0,0,12,0,0,2,1,6,5,1999,1999,0,0,5,5,1,894.0,0,0,0,2,1,0,3,381,0,0,348,729,0,0,0,0,742,729,0,1471,0,0,2,1,3,1,0,6,0,0,0,2,1999.0,1,2,440,0,0,0,0,24,0,0,0,0,0,0,0,0,3,2009,0,0,172500
189,90,0,64.0,7018,0,0,0,2,0,0,0,17,1,0,3,3,5,5,1979,1979,0,0,3,3,2,275.0,0,0,1,2,1,1,3,1086,0,0,0,1086,0,1,0,0,1224,0,0,1224,2,0,0,2,2,2,0,6,0,2,4,2,1979.0,1,2,528,0,0,0,120,0,0,0,0,0,0,0,0,0,6,2009,0,4,153337
91,20,0,60.0,7200,0,0,0,0,0,0,0,1,0,0,0,0,4,5,1950,1950,0,0,4,4,0,0.0,0,0,3,4,2,4,6,0,5,0,0,0,0,1,0,1,1040,0,0,1040,0,0,1,0,2,1,0,4,0,0,0,2,1950.0,1,2,420,0,0,0,0,29,0,0,0,0,0,0,0,0,7,2006,0,0,109900
85,80,0,69.0,8530,0,0,1,0,0,0,0,9,0,0,0,4,7,5,1995,1996,0,0,1,1,1,22.0,0,0,0,2,1,0,2,0,0,0,384,384,0,0,0,0,804,670,0,1474,0,0,2,1,3,1,0,7,0,1,4,3,1995.0,0,2,400,0,0,0,120,72,0,0,0,0,0,0,1,700,5,2009,0,0,168500
590,40,1,50.0,9100,0,0,0,0,0,0,0,11,6,3,0,0,5,6,1930,1960,0,0,0,0,0,0.0,0,0,2,1,1,0,2,0,0,0,742,742,0,1,0,1,779,0,156,935,0,0,1,0,2,1,0,4,0,0,0,2,1988.0,1,1,308,0,0,1,0,0,0,0,0,0,0,0,1,600,8,2008,0,0,79500
1382,20,0,69.0,12925,0,0,1,0,0,1,0,1,0,0,0,0,6,7,1970,1970,0,0,4,3,0,0.0,0,0,1,1,1,2,1,865,0,0,340,1205,0,2,0,0,2117,0,0,2117,0,0,2,1,4,1,0,7,0,2,3,0,1970.0,0,2,550,0,0,0,0,42,0,0,0,0,0,0,0,0,5,2008,0,0,237500
427,80,0,69.0,12800,0,0,0,3,0,0,1,17,0,0,0,4,7,5,1989,1989,0,0,6,4,1,145.0,1,0,0,2,1,3,3,1518,0,0,0,1518,0,0,0,0,1644,0,0,1644,1,1,2,0,2,1,1,5,0,1,4,0,1989.0,0,2,569,0,0,0,80,0,0,0,396,0,0,0,0,0,8,2009,0,0,275000
311,60,0,69.0,7685,0,0,1,0,0,0,0,9,0,0,0,1,6,5,1993,1994,0,0,1,1,1,112.0,0,0,0,2,1,0,0,518,0,0,179,697,0,0,0,0,697,804,0,1501,0,0,2,1,3,1,1,6,0,1,4,0,1993.0,0,2,420,0,0,0,190,63,0,0,0,0,0,0,0,0,5,2006,0,0,165600
43,85,0,69.0,9180,0,0,1,0,0,2,0,17,0,0,0,3,5,7,1983,1983,0,0,1,1,0,0.0,0,0,1,2,1,1,0,747,6,93,0,840,0,0,0,0,884,0,0,884,1,0,1,0,2,1,1,5,0,0,0,0,1983.0,2,2,504,0,2,0,240,0,0,0,0,0,0,1,0,0,12,2007,0,0,144000
384,45,3,60.0,9000,0,0,0,0,0,1,0,17,0,0,0,7,6,3,1928,1950,0,0,6,4,0,0.0,0,0,2,3,3,0,2,0,0,0,784,784,0,1,1,1,784,0,0,784,0,0,1,0,2,1,0,5,0,0,0,2,1950.0,1,2,360,2,3,2,0,0,91,0,0,0,0,0,0,0,10,2009,0,0,76000
964,20,0,122.0,11923,0,0,1,0,0,1,0,2,0,0,0,0,9,5,2007,2007,0,0,0,0,0,0.0,1,0,0,0,1,0,2,0,0,0,1800,1800,0,2,0,0,1800,0,0,1800,0,0,2,0,2,1,2,7,0,0,0,0,2007.0,0,2,702,0,0,0,288,136,0,0,0,0,0,0,0,0,5,2009,0,0,239000
557,20,0,69.0,14850,0,0,1,0,0,0,0,1,0,0,0,0,5,5,1957,1957,0,0,6,4,0,0.0,0,0,1,1,1,0,4,895,0,0,197,1092,0,1,0,1,1092,0,0,1092,1,0,1,0,2,1,0,6,0,1,4,0,1957.0,0,1,299,0,0,0,268,0,0,0,122,0,0,4,0,0,5,2006,0,0,141000
690,120,0,61.0,7577,0,0,1,0,0,1,0,5,0,0,2,0,6,5,2005,2006,0,0,0,0,2,256.0,1,0,0,2,1,1,0,20,0,0,1342,1362,0,2,0,0,1362,0,0,1362,0,0,2,0,2,1,1,6,0,1,3,0,2005.0,2,2,460,0,0,0,192,28,0,0,0,0,0,0,0,0,6,2007,0,0,194700
